fiscal_year,year,month,month_numeric,bankwise_type,bank_code,bank_name,total_mandates,accepted,accepted_pct,business_declines,business_declines_pct,technical_declines,technical_declines_pct,no_response_from_customer,no_response_from_customer_pct,total_response_received,total_response_received_pct,time_out,time_out_pct,updated_on,released_on,data_source,data_url
2025-26,2025,September,9,Destination,RATN,RBL BANK LIMITED,3546,1290,36.37901861252115,31,0.8742244782853921,0,0,2178,61.42131979695431,3499,98.67456288776086,47,1.3254371122391428,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Destination,SBIN,STATE BANK OF INDIA,538584,111489,20.700392139387727,197837,36.73280305393402,0,0,218063,40.488206110838796,527389,97.92140130416054,11195,2.0785986958394607,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Destination,SCBL,STANDARD CHARTERED BANK,15029,8833,58.77303879166944,0,0,147,0.9781089892873778,691,4.597777629915497,9671,64.34892541087231,5358,35.65107458912769,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Destination,SIBL,THE SOUTH INDIAN BANK LIMITED,7000,542,7.742857142857143,5271,75.3,0,0,0,0,5813,83.04285714285714,1187,16.957142857142856,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Destination,SRCB,Saraswat Bank,1639,96,5.857230018303844,485,29.591214154972544,0,0,36,2.1964612568639414,617,37.64490543014033,1022,62.35509456985967,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Destination,STCB,SBM BANK INDIA LTD,168,8,4.761904761904762,87,51.78571428571429,5,2.976190476190476,17,10.119047619047619,117,69.64285714285714,51,30.357142857142854,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Destination,SURY,SURYODAY SMALL FINANCE BANK LTD,365,0,0,78,21.36986301369863,87,23.835616438356162,28,7.671232876712329,193,52.87671232876713,172,47.12328767123288,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Destination,SVCB,Svc Co Op Bank Ltd,596,117,19.630872483221477,232,38.92617449664429,0,0,29,4.865771812080537,378,63.42281879194631,218,36.577181208053695,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Destination,TMBL,TAMILNAD MERCANTILE BANK LTD,3271,309,9.446652399877713,2388,73.00519718740446,0,0,3,0.09171507184347294,2700,82.54356465912565,571,17.45643534087435,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Destination,UBIN,UNION BANK OF INDIA,87881,1546,1.759197096073099,14530,16.533721737349367,43936,49.9948794392417,1674,1.9048486020869129,61686,70.19264687475109,26195,29.807353125248916,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Destination,UCBA,UCO BANK,94864,6354,6.698009782425367,229,0.24139821217743296,0,0,100,0.10541406645302748,6683,7.044822061055828,88181,92.95517793894417,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Destination,USFB,UJJIVAN SMALL FINANCE BANK LTD,3656,215,5.880743982494529,510,13.949671772428884,4,0.10940919037199125,251,6.8654266958424515,980,26.805251641137858,2676,73.19474835886214,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Destination,UTIB,AXIS BANK,99644,23839,23.924170045361485,28097,28.197382682349165,59,0.05921079041387339,39615,39.7565332583999,91610,91.93729677652442,8034,8.062703223475573,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Destination,VARA,THE VARACHHA CO OP BANK LTD,276,9,3.260869565217391,10,3.6231884057971016,1,0.36231884057971014,0,0,20,7.246376811594203,256,92.7536231884058,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Destination,YESB,YES BANK,14234,3775,26.521006041871576,663,4.6578614584796965,265,1.8617394969790642,828,5.817057749051567,5531,38.8576647463819,8703,61.1423352536181,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,AACX,AKHAND ANAND CO OP BANK LTD,107,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,107,100.00,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,AIRP,AIRTEL PAYMENTS BANK LTD,"57,940","41,815",72.17,"7,593",13.10,0,0.00,"2,688",4.64,"52,096",89.91,"5,844",10.09,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,AKOX,THE AKOLA URBAN CO OP BANK LTD,199,0,0.00,59,29.65,0,0.00,0,0.00,59,29.65,140,70.35,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,AMCB,THE AHMEDABAD MERCANTILE CO OP BANK LTD,103,11,10.68,5,4.85,15,14.56,0,0.00,31,30.10,72,69.90,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,APGB,ANDHRA PRAGATHI GRAMEENA BANK,"2,881",86,2.99,1,0.03,0,0.00,1,0.03,88,3.05,"2,793",96.95,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,AUBL,AU SMALL FINANCE BANK,"8,596","1,300",15.12,"2,397",27.89,0,0.00,"4,646",54.05,"8,343",97.06,253,2.94,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,BARB,BANK OF BARODA,"1,14,664","7,009",6.11,"1,437",1.25,"12,885",11.24,"92,986",81.09,"1,14,317",99.70,347,0.30,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,BDBL,BANDHAN BANK LTD,"10,092","1,969",19.51,884,8.76,0,0.00,10,0.10,"2,863",28.37,"7,229",71.63,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,CBIN,CENTRAL BANK OF INDIA,"25,295","1,025",4.05,"3,628",14.34,0,0.00,"19,470",76.97,"24,123",95.37,"1,172",4.63,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,CIUB,CITY UNION BANK LTD,"9,883","3,643",36.86,279,2.82,143,1.45,713,7.21,"4,778",48.35,"5,105",51.65,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,CNRB,CANARA BANK,"69,739","3,200",4.59,"9,197",13.19,5,0.01,"47,192",67.67,"59,594",85.45,"10,145",14.55,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,COSB,THE COSMOS COOP BANK LTD,"1,269",198,15.60,26,2.05,0,0.00,2,0.16,226,17.81,"1,043",82.19,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,CSBK,CSB BANK LTD,"1,142",237,20.75,53,4.64,329,28.81,74,6.48,693,60.68,449,39.32,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,DBSS,DBS BANK INDIA LTD,"4,250","1,901",44.73,279,6.56,0,0.00,488,11.48,"2,668",62.78,"1,582",37.22,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,DCBL,DCB BANK LTD,758,128,16.89,101,13.32,0,0.00,493,65.04,722,95.25,36,4.75,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,DEUT,DEUTSCHE BANK AG,666,424,63.66,44,6.61,8,1.20,31,4.65,507,76.13,159,23.87,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,DLXB,DHANALAXMI BANK,898,97,10.80,0,0.00,0,0.00,0,0.00,97,10.80,801,89.20,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,ESAF,ESAF SMALL FINANCE BANK LTD,"2,811",565,20.10,"1,196",42.55,0,0.00,273,9.71,"2,034",72.36,777,27.64,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,ESFB,EQUITAS SMALL FINANCE BANK LTD,"2,499",263,10.52,235,9.40,0,0.00,42,1.68,540,21.61,"1,959",78.39,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,FDRL,FEDERAL BANK,"22,791","2,357",10.34,"1,129",4.95,0,0.00,"1,959",8.60,"5,445",23.89,"17,346",76.11,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,HDFC,HDFC BANK LTD,"2,98,596","1,62,719",54.49,"11,701",3.92,"4,373",1.46,"1,19,704",40.09,"2,98,497",99.97,99,0.03,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,HSBC,THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,"16,298","6,794",41.69,"1,599",9.81,0,0.00,"1,410",8.65,"9,803",60.15,"6,495",39.85,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,IBKL,IDBI BANK,"23,592","2,483",10.52,191,0.81,0,0.00,"19,885",84.29,"22,559",95.62,"1,033",4.38,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,ICIC,ICICI BANK LTD,"1,22,750","53,494",43.58,"1,191",0.97,0,0.00,413,0.34,"55,098",44.89,"67,652",55.11,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,IDFB,IDFC FIRST BANK LTD,"26,374","8,813",33.42,684,2.59,3,0.01,"3,489",13.23,"12,989",49.25,"13,385",50.75,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,IDIB,INDIAN BANK,"55,120","1,941",3.52,"5,182",9.40,2,0.00,"9,456",17.16,"16,581",30.08,"38,539",69.92,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,INDB,INDUSIND BANK,"38,633","7,792",20.17,"4,803",12.43,"1,790",4.63,"23,566",61.00,"37,951",98.23,682,1.77,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,IOBA,INDIAN OVERSEAS BANK,"86,453","6,017",6.96,"72,008",83.29,0,0.00,2,0.00,"78,027",90.25,"8,426",9.75,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,JAKA,THE JAMMU AND KASHMIR BANK LTD,"1,512",78,5.16,100,6.61,20,1.32,70,4.63,268,17.72,"1,244",82.28,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,JSFB,JANA SMALL FINANCE BANK LTD,"1,090",204,18.72,412,37.80,0,0.00,204,18.72,820,75.23,270,24.77,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,KARB,KARNATAKA BANK LTD,"13,795",458,3.32,0,0.00,2,0.01,16,0.12,476,3.45,"13,319",96.55,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,KCCB,THE KALUPUR COMMERCIAL CO OP BANK,197,26,13.20,18,9.14,0,0.00,121,61.42,165,83.76,32,16.24,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,KKBK,KOTAK MAHINDRA BANK LTD,"1,89,278","1,02,942",54.39,"2,642",1.40,5,0.00,"13,441",7.10,"1,19,030",62.89,"70,248",37.11,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,KVBL,KARUR VYSA BANK,"26,567","2,755",10.37,"2,205",8.30,350,1.32,"8,816",33.18,"14,126",53.17,"12,441",46.83,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,KVGB,KARNATAKA VIKAS GRAMEENA BANK,"1,131",0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"1,131",100.00,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,MAHB,BANK OF MAHARASHTRA,"14,425",510,3.54,310,2.15,35,0.24,"10,530",73.00,"11,385",78.93,"3,040",21.07,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,NSPB,NSDL Payments Banks Ltd,"12,681","10,871",85.73,0,0.00,"1,168",9.21,0,0.00,"12,039",94.94,642,5.06,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,PSIB,PUNJAB AND SIND BANK,"6,489",503,7.75,502,7.74,1,0.02,68,1.05,"1,074",16.55,"5,415",83.45,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,PUNB,PUNJAB NATIONAL BANK,"86,256","2,860",3.32,"69,159",80.18,0,0.00,"11,828",13.71,"83,847",97.21,"2,409",2.79,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,PYTM,PAYTM PAYMENTS BANK LTD,278,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,278,100.00,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,RATN,RBL BANK LIMITED,"3,211","1,070",33.32,26,0.81,0,0.00,"2,050",63.84,"3,146",97.98,65,2.02,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,SBIN,STATE BANK OF INDIA,"5,46,700","1,05,671",19.33,"2,04,878",37.48,0,0.00,"2,25,495",41.25,"5,36,044",98.05,"10,656",1.95,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,SCBL,STANDARD CHARTERED BANK,"13,021","7,227",55.50,0,0.00,147,1.13,620,4.76,"7,994",61.39,"5,027",38.61,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,SIBL,THE SOUTH INDIAN BANK LIMITED,"6,926",423,6.11,"4,435",64.03,0,0.00,0,0.00,"4,858",70.14,"2,068",29.86,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,SRCB,Saraswat Bank,"1,425",69,4.84,226,15.86,0,0.00,32,2.25,327,22.95,"1,098",77.05,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,STCB,SBM BANK INDIA LTD,210,18,8.57,145,69.05,8,3.81,37,17.62,208,99.05,2,0.95,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,SURY,SURYODAY SMALL FINANCE BANK LTD,455,0,0.00,26,5.71,399,87.69,29,6.37,454,99.78,1,0.22,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,SVCB,Svc Co Op Bank Ltd,603,110,18.24,253,41.96,0,0.00,25,4.15,388,64.34,215,35.66,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,TMBL,TAMILNAD MERCANTILE BANK LTD,"3,286",337,10.26,"2,337",71.12,0,0.00,2,0.06,"2,676",81.44,610,18.56,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,UBIN,UNION BANK OF INDIA,"95,376","2,414",2.53,"33,929",35.57,"49,795",52.21,"9,115",9.56,"95,253",99.87,123,0.13,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,UCBA,UCO BANK,"1,09,304","6,636",6.07,187,0.17,1,0.00,94,0.09,"6,918",6.33,"1,02,386",93.67,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,UNBA,UNITY SMALL FINANCE BANK LIMITED,549,24,4.37,116,21.13,202,36.79,1,0.18,343,62.48,206,37.52,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,USFB,UJJIVAN SMALL FINANCE BANK LTD,"4,555",161,3.53,543,11.92,2,0.04,294,6.45,"1,000",21.95,"3,555",78.05,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,UTIB,AXIS BANK,"1,02,703","22,364",21.78,"28,162",27.42,0,0.00,"43,663",42.51,"94,189",91.71,"8,514",8.29,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,VARA,THE VARACHHA CO OP BANK LTD,243,70,28.81,53,21.81,14,5.76,0,0.00,137,56.38,106,43.62,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Destination,YESB,YES BANK,"13,956","3,405",24.40,594,4.26,235,1.68,723,5.18,"4,957",35.52,"8,999",64.48,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,AACX,AKHAND ANAND CO OP BANK LTD,61,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,61,100.00,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,AIRP,AIRTEL PAYMENTS BANK LTD,"31,649","21,509",67.96,"4,095",12.94,0,0.00,"1,698",5.37,"27,302",86.26,"4,347",13.74,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,AKOX,THE AKOLA URBAN CO OP BANK LTD,115,1,0.87,16,13.91,0,0.00,0,0.00,17,14.78,98,85.22,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,AMCB,THE AHMEDABAD MERCANTILE CO OP BANK LTD,99,14,14.14,0,0.00,30,30.30,0,0.00,44,44.44,55,55.56,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,AUBL,AU SMALL FINANCE BANK,"7,068","1,240",17.54,"1,879",26.58,0,0.00,"3,722",52.66,"6,841",96.79,227,3.21,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,BARB,BANK OF BARODA,"89,393","6,294",7.04,"1,219",1.36,"4,815",5.39,"70,191",78.52,"82,519",92.31,"6,874",7.69,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,BDBL,BANDHAN BANK LTD,"9,263","1,942",20.97,941,10.16,0,0.00,8,0.09,"2,891",31.21,"6,372",68.79,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,CBIN,CENTRAL BANK OF INDIA,"20,950",942,4.50,"3,246",15.49,6,0.03,"15,259",72.84,"19,453",92.85,"1,497",7.15,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,CIUB,CITY UNION BANK LTD,"9,022","3,390",37.57,291,3.23,146,1.62,600,6.65,"4,427",49.07,"4,595",50.93,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,CNRB,CANARA BANK,"56,166","3,255",5.80,"7,509",13.37,3,0.01,"41,578",74.03,"52,345",93.20,"3,821",6.80,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,COSB,THE COSMOS COOP BANK LTD,"1,057",179,16.93,34,3.22,0,0.00,1,0.09,214,20.25,843,79.75,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,CSBK,CSB BANK LTD,980,252,25.71,85,8.67,532,54.29,57,5.82,926,94.49,54,5.51,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,DBSS,DBS BANK INDIA LTD,"4,135","1,762",42.61,271,6.55,0,0.00,481,11.63,"2,514",60.80,"1,621",39.20,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,DCBL,DCB BANK LTD,"1,180",256,21.69,98,8.31,1,0.08,770,65.25,"1,125",95.34,55,4.66,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,DEUT,DEUTSCHE BANK AG,571,370,64.80,42,7.36,8,1.40,27,4.73,447,78.28,124,21.72,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,DLXB,DHANALAXMI BANK,"1,056",160,15.15,0,0.00,0,0.00,0,0.00,160,15.15,896,84.85,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,ESAF,ESAF SMALL FINANCE BANK LTD,"2,303",466,20.23,978,42.47,0,0.00,242,10.51,"1,686",73.21,617,26.79,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,ESFB,EQUITAS SMALL FINANCE BANK LTD,"1,722",398,23.11,347,20.15,0,0.00,62,3.60,807,46.86,915,53.14,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,FDRL,FEDERAL BANK,"17,920","1,896",10.58,955,5.33,0,0.00,"1,483",8.28,"4,334",24.19,"13,586",75.81,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,HDFC,HDFC BANK LTD,"275,163","149,635",54.38,"11,960",4.35,"6,563",2.39,"104,409",37.94,"272,567",99.06,"2,596",0.94,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,HSBC,THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,"15,293","6,520",42.63,"1,576",10.31,0,0.00,"1,241",8.11,"9,337",61.05,"5,956",38.95,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,IBKL,IDBI BANK,"20,563","2,331",11.34,256,1.24,0,0.00,"14,734",71.65,"17,321",84.23,"3,242",15.77,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,ICIC,ICICI BANK LTD,"116,071","42,190",36.35,949,0.82,0,0.00,367,0.32,"43,506",37.48,"72,565",62.52,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,IDFB,IDFC FIRST BANK LTD,"23,306","7,922",33.99,615,2.64,2,0.01,"2,774",11.90,"11,313",48.54,"11,993",51.46,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,IDIB,INDIAN BANK,"51,527","1,135",2.20,"3,637",7.06,5,0.01,"8,472",16.44,"13,249",25.71,"38,278",74.29,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,November,11,Destination,INDB,INDUSIND BANK,"30,862","9,300",30.13,"5,428",17.59,"2,577",8.35,"12,736",41.27,"30,041",97.34,821,2.66,2026-04-06,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
