fiscal_year,year,month,month_numeric,imps_beneficiary_banks,total_volume_mn,approved_pct,bd_pct,td_pct,deemed_approved_pct,updated_on,released_on,data_source,data_url
2023-24,2023,April,4,IDBI Bank,7.24,90.31,3.48,5.13,1.08,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,Bank of Maharashtra,6.82,94.4,3.24,2.17,0.19,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,Indusind Bank,6.19,97.3,1.49,0.99,0.21,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,Airtel Payments Bank,5.56,92.92,4.23,1.22,1.62,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,India Post Payments Bank Limited,5.2,90.93,5.75,2.1,1.21,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,IDFC BANK,4.21,96.38,3.09,0.44,0.09,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,Yes Bank Ltd,3.95,93.04,4.63,1.78,0.55,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,Karnataka Bank,3.9,97.24,1.9,0.36,0.49,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,Bassein Catholic Co-operative Bank Ltd,3.67,4.57,0.14,94.76,0.53,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,Bandhan Bank limited,3.43,94.6,4.41,0.15,0.84,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,Karur Vysya Bank,3.16,97.15,1.53,0.34,0.98,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
